NOMBREDD;NOMBREPP;NOMBREDI;PNP;MUNI;PJ;MPFN
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;3;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;1;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;1;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;0;1;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;3;3
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;2;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;3;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;0;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;0;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;3;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;2;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;3
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;3;2;3
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;0;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;3;3
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;1;1;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;0;0;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS; ; ; ; 
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;2;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;3;3;0;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;2;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;2;2;2
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;0
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;0;1;1
AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;1;1;1;1
