ANIO;NOMBREDD;NOMBREPP;NOMBREDI;PNP;MUNI;PJ;MPFN
2022;TUMBES;TUMBES;TUMBES;1;1;0;0
2022;TUMBES;TUMBES;TUMBES;;;;
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;2;2;2;2
2022;TUMBES;TUMBES;TUMBES;1;0;1;1
2022;TUMBES;TUMBES;TUMBES;;;;
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;;;;
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;1;1;1;2
2022;TUMBES;TUMBES;TUMBES;1;1;0;1
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;1;1;2;2
2022;TUMBES;TUMBES;TUMBES;1;1;0;0
2022;TUMBES;TUMBES;TUMBES;1;1;1;0
2022;TUMBES;TUMBES;TUMBES;0;0;0;2
2022;TUMBES;TUMBES;TUMBES;1;1;0;0
2022;TUMBES;TUMBES;TUMBES;1;1;0;1
2022;TUMBES;TUMBES;TUMBES;2;2;1;1
2022;TUMBES;TUMBES;TUMBES;2;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;;;;
2022;TUMBES;TUMBES;TUMBES;1;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;2;1;1
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;1;0;0
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;0;0;0
2022;TUMBES;TUMBES;TUMBES;0;1;1;1
2022;TUMBES;TUMBES;TUMBES;1;1;0;0
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;1;0;0
2022;TUMBES;TUMBES;TUMBES;1;0;0;0
2022;TUMBES;TUMBES;TUMBES;2;2;0;0
2022;TUMBES;TUMBES;TUMBES;3;2;0;0
2022;TUMBES;TUMBES;TUMBES;;;;
2022;TUMBES;TUMBES;TUMBES;;;;
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;1;0;0
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;0;1;1;1
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;3;3;0;0
2022;TUMBES;TUMBES;TUMBES;2;0;0;0
2022;TUMBES;TUMBES;TUMBES;2;2;0;0
2022;TUMBES;TUMBES;TUMBES;;;;
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;2;0;0;0
2022;TUMBES;TUMBES;TUMBES;2;1;1;2
2022;TUMBES;TUMBES;TUMBES;0;0;2;0
2022;TUMBES;TUMBES;TUMBES;1;0;1;2
2022;TUMBES;TUMBES;TUMBES;2;0;0;0
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;0;1;1
2022;TUMBES;TUMBES;TUMBES;1;0;0;0
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;2;2;2;2
2022;TUMBES;TUMBES;TUMBES;1;1;2;2
2022;TUMBES;TUMBES;TUMBES;1;1;3;3
2022;TUMBES;TUMBES;TUMBES;0;0;3;3
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;1;1;1
2022;TUMBES;TUMBES;TUMBES;1;0;0;0
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;0;1;1;1
2022;TUMBES;TUMBES;TUMBES;0;0;0;0
2022;TUMBES;TUMBES;TUMBES;1;2;2;2
2022;TUMBES;ZARUMILLA;ZARUMILLA;0;0;0;0
2022;TUMBES;ZARUMILLA;ZARUMILLA;1;1;1;1
2022;TUMBES;ZARUMILLA;ZARUMILLA;2;1;1;1
2022;TUMBES;ZARUMILLA;ZARUMILLA;0;0;0;0
2022;TUMBES;ZARUMILLA;ZARUMILLA;0;0;0;0
2022;TUMBES;ZARUMILLA;ZARUMILLA;0;0;0;0
2022;TUMBES;ZARUMILLA;ZARUMILLA;1;1;1;1
2022;TUMBES;ZARUMILLA;ZARUMILLA;2;2;2;2
2022;TUMBES;ZARUMILLA;ZARUMILLA;1;1;1;1
2022;TUMBES;ZARUMILLA;ZARUMILLA;1;1;1;1
2022;TUMBES;ZARUMILLA;ZARUMILLA;0;0;0;0
2022;TUMBES;ZARUMILLA;ZARUMILLA;2;2;0;0
2022;TUMBES;ZARUMILLA;ZARUMILLA;1;0;0;0
2022;TUMBES;ZARUMILLA;ZARUMILLA;;;;
2022;TUMBES;ZARUMILLA;ZARUMILLA;;;;
2022;TUMBES;ZARUMILLA;ZARUMILLA;1;0;0;0
2022;TUMBES;ZARUMILLA;ZARUMILLA;2;2;0;0
2022;TUMBES;ZARUMILLA;ZARUMILLA;1;1;1;1
2022;TUMBES;ZARUMILLA;ZARUMILLA;2;1;2;2
2022;TUMBES;ZARUMILLA;ZARUMILLA;2;2;2;2
2022;TUMBES;ZARUMILLA;ZARUMILLA;1;1;1;1
2022;TUMBES;ZARUMILLA;ZARUMILLA;;;;
2022;TUMBES;ZARUMILLA;ZARUMILLA;;;;
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;1;1;1
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;1;0;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;1;1;1
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;1;1;1
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;1;1;2
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;2;1;1
2022;TUMBES;ZARUMILLA;AGUAS VERDES;3;0;2;2
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;2;2;2
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;0;0;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;0;0;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;0;1;0;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;1;0;1
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;1;1;1
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;1;1;1
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;1;1;1
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;1;1;1
2022;TUMBES;ZARUMILLA;AGUAS VERDES;3;3;3;3
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;0;1;2
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;0;0;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;0;0;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;2;3;3
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;2;2;2
2022;TUMBES;ZARUMILLA;AGUAS VERDES;0;1;1;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;0;2;2;2
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;1;0;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;1;1;1
2022;TUMBES;ZARUMILLA;AGUAS VERDES;3;3;3;3
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;2;0;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;1;1;1
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;1;2;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;1;3;3
2022;TUMBES;ZARUMILLA;AGUAS VERDES;0;0;0;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;1;2;1
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;0;0;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;0;0;0;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;1;2;3
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;0;2;2
2022;TUMBES;ZARUMILLA;AGUAS VERDES;1;0;0;0
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;2;2;2
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;2;2;2
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;2;2;2
2022;TUMBES;ZARUMILLA;AGUAS VERDES;2;1;1;0
2022;PIURA;PAITA;COLAN;0;0;0;0
2022;PIURA;PAITA;COLAN;1;0;0;0
2022;PIURA;PAITA;COLAN;1;0;0;0
2022;PIURA;PAITA;COLAN;1;1;1;1
2022;PIURA;PAITA;COLAN;0;0;0;0
2022;PIURA;PAITA;COLAN;2;2;2;2
2022;PIURA;PAITA;COLAN;1;0;1;1
2022;PIURA;PAITA;COLAN;1;0;0;0
2022;PIURA;PAITA;COLAN;2;2;0;0
2022;PIURA;PAITA;COLAN;1;1;0;0
2022;PIURA;PAITA;COLAN;0;0;0;0
2022;PIURA;PAITA;COLAN;2;1;1;1
2022;PIURA;PAITA;COLAN;1;1;1;1
2022;PIURA;PAITA;COLAN;3;1;3;3
2022;PIURA;PAITA;COLAN;1;1;1;1
2022;PIURA;PAITA;COLAN;1;1;1;1
2022;PIURA;PAITA;COLAN;1;1;1;1
2022;PIURA;PAITA;COLAN;0;0;0;0
2022;PIURA;PAITA;COLAN;2;0;0;0
2022;PIURA;PAITA;COLAN;0;0;0;0
2022;PIURA;PAITA;COLAN;2;2;1;1
2022;PIURA;PAITA;COLAN;2;2;1;1
2022;PIURA;PAITA;COLAN;2;2;2;2
2022;PIURA;SULLANA;SULLANA;0;0;0;0
2022;PIURA;SULLANA;SULLANA;1;1;1;1
2022;PIURA;SULLANA;SULLANA;;;;
2022;PIURA;SULLANA;SULLANA;;;;
2022;PIURA;SULLANA;SULLANA;;;;
2022;PIURA;SULLANA;SULLANA;1;0;0;0
2022;PIURA;SULLANA;SULLANA;1;1;1;1
2022;PIURA;SULLANA;SULLANA;1;1;1;1
2022;PIURA;SULLANA;SULLANA;1;1;1;1
2022;PIURA;SULLANA;SULLANA;0;0;0;0
2022;PIURA;SULLANA;SULLANA;0;0;0;0
2022;PIURA;SULLANA;SULLANA;2;3;1;1
2022;PIURA;SULLANA;SULLANA;1;0;0;0
2022;PIURA;SULLANA;SULLANA;2;2;2;2
2022;PIURA;SULLANA;SULLANA;0;0;0;0
2022;PIURA;SULLANA;SULLANA;2;2;2;2
2022;PIURA;SULLANA;SULLANA;2;2;0;0
2022;PIURA;SULLANA;SULLANA;0;0;0;0
2022;PIURA;SULLANA;SULLANA;0;0;0;0
2022;PIURA;SULLANA;SULLANA;0;0;0;0
2022;PIURA;SULLANA;SULLANA;0;0;0;0
2022;PIURA;SULLANA;SULLANA;1;1;1;1
2022;PIURA;SULLANA;SULLANA;0;0;1;1
2022;PIURA;SULLANA;SULLANA;0;0;0;0
2022;PIURA;SULLANA;SULLANA;1;1;1;1
2022;PIURA;SULLANA;SULLANA;0;0;0;0
2022;PIURA;SULLANA;SULLANA;1;1;1;1
2022;PIURA;SULLANA;SULLANA;1;1;1;1
2022;PIURA;SULLANA;SULLANA;1;0;0;0
2022;PIURA;SULLANA;SULLANA;1;1;1;1
2022;PIURA;SULLANA;SULLANA;2;2;2;2
2022;PIURA;SULLANA;SULLANA;1;1;1;1
2022;PIURA;SULLANA;SULLANA;2;2;2;2
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;2;1;1
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;1;1;1
2022;PIURA;SULLANA;IGNACIO ESCUDERO;0;0;0;0
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;0;0;0
2022;PIURA;SULLANA;IGNACIO ESCUDERO;0;0;0;0
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;1;2;2
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;2;1;1
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;1;1;1
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;1;1;1
2022;PIURA;SULLANA;IGNACIO ESCUDERO;3;3;3;3
2022;PIURA;SULLANA;IGNACIO ESCUDERO;3;3;3;3
2022;PIURA;SULLANA;IGNACIO ESCUDERO;0;0;1;1
2022;PIURA;SULLANA;IGNACIO ESCUDERO;0;0;0;0
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;1;1;1
2022;PIURA;SULLANA;IGNACIO ESCUDERO;3;3;3;3
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;1;1;1
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;2;2;2
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;1;1;1
2022;PIURA;SULLANA;IGNACIO ESCUDERO;0;0;0;0
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;0;0;0
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;1;1;1
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;1;0;0
2022;PIURA;SULLANA;IGNACIO ESCUDERO;1;1;1;1
2022;PIURA;SULLANA;IGNACIO ESCUDERO;0;0;0;0
2022;PIURA;PIURA;CASTILLA;1;1;1;2
2022;PIURA;PIURA;CASTILLA;2;1;0;0
2022;PIURA;PIURA;CASTILLA;2;2;1;1
2022;PIURA;PIURA;CASTILLA;2;2;2;2
2022;PIURA;PIURA;CASTILLA;0;0;0;0
2022;PIURA;PIURA;CASTILLA;1;1;1;1
2022;PIURA;PIURA;CASTILLA;1;1;1;1
2022;PIURA;PIURA;CASTILLA;1;1;0;0
2022;PIURA;PIURA;CASTILLA;1;1;0;0
2022;PIURA;PIURA;CASTILLA;2;2;2;2
2022;PIURA;PIURA;CASTILLA;2;1;2;2
2022;PIURA;PIURA;CASTILLA;1;0;1;1
2022;PIURA;PIURA;CASTILLA;2;2;2;2
2022;PIURA;PIURA;CASTILLA;1;1;1;1
2022;PIURA;PIURA;CASTILLA;2;2;2;2
2022;PIURA;PIURA;CASTILLA;1;1;1;1
2022;PIURA;PIURA;CASTILLA;1;1;1;1
2022;PIURA;PIURA;CASTILLA;1;1;1;1
2022;PIURA;PIURA;CASTILLA;0;1;1;1
2022;PIURA;PIURA;CASTILLA;1;0;0;0
2022;PIURA;PIURA;CASTILLA;1;0;1;1
2022;PIURA;PIURA;CASTILLA;0;1;1;1
2022;PIURA;PIURA;CASTILLA;0;0;0;0
2022;PIURA;PIURA;CASTILLA;1;1;1;1
2022;PIURA;PIURA;CASTILLA;1;1;1;1
2022;PIURA;PIURA;CASTILLA;3;0;0;0
2022;PIURA;PIURA;CASTILLA;1;1;2;2
2022;PIURA;PIURA;CASTILLA;1;0;1;1
2022;PIURA;PIURA;CASTILLA;0;0;0;0
2022;PIURA;PIURA;CASTILLA;2;0;0;0
2022;PIURA;PIURA;CASTILLA;2;1;0;0
2022;PIURA;PIURA;CASTILLA;2;0;0;0
2022;PIURA;PIURA;CASTILLA;2;0;0;0
2022;PIURA;PIURA;CASTILLA;2;0;0;0
2022;PIURA;PIURA;CASTILLA;3;0;0;0
2022;PIURA;PIURA;CASTILLA;2;0;2;2
2022;PIURA;PIURA;CASTILLA;2;0;1;1
2022;PIURA;PIURA;CASTILLA;0;0;1;1
2022;PIURA;PIURA;CASTILLA;1;1;0;0
2022;PIURA;PIURA;CASTILLA;2;1;2;2
2022;PIURA;PIURA;CASTILLA;1;1;1;1
2022;PIURA;PIURA;CASTILLA;2;2;0;0
2022;PIURA;PIURA;CASTILLA;2;1;2;2
2022;PIURA;PIURA;CASTILLA;2;2;2;2
2022;PIURA;PIURA;CASTILLA;1;1;0;0
2022;PIURA;PIURA;CASTILLA;2;2;1;1
2022;PIURA;PIURA;CASTILLA;1;1;0;0
2022;PIURA;PIURA;CASTILLA;2;2;2;2
2022;PIURA;PIURA;CASTILLA;3;2;1;1
2022;PIURA;PIURA;CASTILLA;2;1;1;1
2022;PIURA;PIURA;CASTILLA;0;0;0;0
2022;PIURA;PIURA;CASTILLA;0;0;0;0
2022;PIURA;PIURA;CASTILLA;0;0;0;0
2022;PIURA;PIURA;CASTILLA;1;0;0;0
2022;PIURA;PIURA;CASTILLA;;;;
2022;PIURA;PIURA;CASTILLA;2;1;0;0
2022;PIURA;PIURA;CASTILLA;1;0;1;1
2022;PIURA;PIURA;LA UNION;;;;
2022;PIURA;PIURA;LA UNION;0;0;0;0
2022;PIURA;PIURA;LA UNION;;;;
2022;PIURA;PIURA;LA UNION;1;1;1;1
2022;PIURA;PIURA;LA UNION;1;1;1;1
2022;PIURA;PIURA;LA UNION;1;1;1;1
2022;PIURA;PIURA;LA UNION;1;1;1;1
2022;PIURA;PIURA;LA UNION;1;1;1;1
2022;PIURA;PIURA;LA UNION;1;0;0;0
2022;PIURA;PIURA;LA UNION;1;1;1;1
2022;PIURA;PIURA;LA UNION;1;1;1;1
2022;PIURA;PIURA;LA UNION;2;2;2;2
2022;PIURA;PIURA;LA UNION;3;3;3;3
2022;PIURA;PIURA;LA UNION;1;1;3;3
2022;PIURA;PIURA;LA UNION;0;0;0;0
2022;PIURA;PIURA;LA UNION;1;1;1;1
2022;PIURA;PIURA;LA UNION;0;0;0;0
2022;PIURA;PIURA;LA UNION;1;1;1;1
2022;PIURA;PIURA;LA UNION;1;1;1;1
2022;PIURA;PIURA;LA UNION;0;0;0;0
2022;PIURA;PIURA;LA UNION;1;1;1;1
2022;PIURA;PIURA;LA UNION;0;0;0;0
2022;PIURA;PIURA;LA UNION;0;0;0;0
2022;PIURA;PIURA;LA UNION;0;0;0;0
2022;PIURA;PIURA;LA UNION;0;0;0;0
2022;PIURA;PIURA;LA UNION;0;0;0;0
2022;PIURA;PIURA;LA UNION;1;0;1;1
2022;PIURA;PIURA;LA UNION;0;0;0;0
2022;PIURA;PIURA;CATACAOS;2;2;2;2
2022;PIURA;PIURA;CATACAOS;3;3;3;3
2022;PIURA;PIURA;CATACAOS;0;3;1;1
2022;PIURA;PIURA;CATACAOS;0;2;0;0
2022;PIURA;PIURA;CATACAOS;0;0;0;0
2022;PIURA;PIURA;CATACAOS;0;0;0;0
2022;PIURA;PIURA;CATACAOS;0;0;0;0
2022;PIURA;PIURA;CATACAOS;2;1;0;0
2022;PIURA;PIURA;CATACAOS;1;1;0;1
2022;PIURA;PIURA;CATACAOS;1;1;1;2
2022;PIURA;PIURA;CATACAOS;1;1;1;2
2022;PIURA;PIURA;CATACAOS;1;1;1;1
2022;PIURA;PIURA;CATACAOS;1;1;1;1
2022;PIURA;PIURA;CATACAOS;;;;
2022;PIURA;PIURA;CATACAOS;1;2;2;2
2022;PIURA;PIURA;CATACAOS;1;2;1;0
2022;PIURA;PIURA;CATACAOS;1;1;1;1
2022;PIURA;PIURA;CATACAOS;0;1;0;1
2022;PIURA;PIURA;CATACAOS;0;0;0;0
2022;PIURA;PIURA;CATACAOS;1;1;1;1
2022;PIURA;PIURA;CATACAOS;0;0;0;0
2022;PIURA;PIURA;CATACAOS;3;3;1;3
2022;PIURA;PIURA;CATACAOS;1;1;1;1
2022;PIURA;PIURA;CATACAOS;1;0;1;1
2022;PIURA;PIURA;CATACAOS;3;3;3;3
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;;;;
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;0;0;0;0
2022;PIURA;MORROPON;SALITRAL;;;;
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;1;1;1;1
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;PIURA;MORROPON;SALITRAL;2;2;2;2
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;0;0;0;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;1;1;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;0;0;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;1;1;1
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;1;1;1
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;2;0;0;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;1;0;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;1;1;1
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;1;1;1
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;0;0;0;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;1;1;1
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;0;0;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;0;0;0;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;1;1;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;1;1;2
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;0;0;0;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;0;0;3;3
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;0;0;0;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;3;2;2;2
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;0;0;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;0;0;0;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;1;0;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1;1;1;0
2022;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;2;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;2;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;2;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;2;0;2;2
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;3;2;2
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;0;0
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;2;1;1;1
2022;LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
2022;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;1;0;0;1
2022;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;0;0;0;0
2022;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;1;0;0;0
2022;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;1;0;1;1
2022;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;2;0;0;2
2022;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;0;0;0;0
