Departamento;Provincia;Distrito;P69_2_T;P70A_1_1;P70A_2_1;P70A_3_1;P70A_4_1;P70A_5_1
ANCASH;HUAYLAS;PUEBLO LIBRE;5; ;3; ; ; 
ANCASH;HUAYLAS;SANTA CRUZ;4; ; ; ; ; 
ANCASH;HUAYLAS;SANTO TORIBIO; ; ; ; ; ; 
ANCASH;HUAYLAS;YURACMARCA;4; ;4; ; ; 
ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;8; ; ; ; ; 
ANCASH;MARISCAL LUZURIAGA;CASCA;10; ; ; ; ; 
ANCASH;MARISCAL LUZURIAGA;ELEAZAR GUZMAN BARRON;1; ; ; ; ; 
ANCASH;MARISCAL LUZURIAGA;FIDEL OLIVAS ESCUDERO;1; ; ; ; ; 
ANCASH;MARISCAL LUZURIAGA;LLAMA;1; ; ; ; ; 
ANCASH;MARISCAL LUZURIAGA;LLUMPA;3;4;2; ; ; 
ANCASH;MARISCAL LUZURIAGA;LUCMA;10;1;1; ; ; 
ANCASH;MARISCAL LUZURIAGA;MUSGA;2; ;1; ; ; 
ANCASH;OCROS;OCROS; ; ; ; ; ; 
ANCASH;OCROS;ACAS;1;1; ; ; ; 
ANCASH;OCROS;CAJAMARQUILLA; ; ; ; ; ; 
ANCASH;OCROS;CARHUAPAMPA; ; ; ; ; ; 
ANCASH;OCROS;COCHAS; ; ; ; ; ; 
ANCASH;OCROS;CONGAS; ; ; ; ; ; 
ANCASH;OCROS;LLIPA;1;1;2; ; ; 
ANCASH;OCROS;SAN CRISTOBAL DE RAJAN; ; ; ; ; ; 
ANCASH;OCROS;SAN PEDRO; ; ; ; ; ; 
ANCASH;OCROS;SANTIAGO DE CHILCAS; ; ; ; ; ; 
ANCASH;PALLASCA;CABANA;11;1;1; ; ; 
ANCASH;PALLASCA;BOLOGNESI;3; ; ; ; ; 
ANCASH;PALLASCA;CONCHUCOS;20; ; ; ; ; 
ANCASH;PALLASCA;HUACASCHUQUE;6; ; ; ; ; 
ANCASH;PALLASCA;HUANDOVAL;4; ; ; ; ; 
ANCASH;PALLASCA;LACABAMBA;10; ; ; ; ; 
ANCASH;PALLASCA;LLAPO;4; ; ; ; ; 
ANCASH;PALLASCA;PALLASCA; ; ; ; ; ; 
ANCASH;PALLASCA;PAMPAS;21; ; ; ; ; 
ANCASH;PALLASCA;SANTA ROSA;3; ; ; ; ; 
ANCASH;PALLASCA;TAUCA;9; ; ; ; ; 
ANCASH;POMABAMBA;POMABAMBA;12;1;4; ; ; 
ANCASH;POMABAMBA;HUAYLLAN;6; ;3; ; ; 
ANCASH;POMABAMBA;PAROBAMBA;2; ; ; ; ; 
ANCASH;POMABAMBA;QUINUABAMBA;5; ; ; ; ; 
ANCASH;RECUAY;RECUAY;7;1; ; ; ; 
ANCASH;RECUAY;CATAC;5;1;4; ; ; 
ANCASH;RECUAY;COTAPARACO; ; ; ; ; ; 
ANCASH;RECUAY;HUAYLLAPAMPA;2; ; ; ; ; 
ANCASH;RECUAY;LLACLLIN;1; ; ; ; ; 
ANCASH;RECUAY;MARCA; ; ; ; ; ; 
ANCASH;RECUAY;PAMPAS CHICO; ; ; ; ; ; 
ANCASH;RECUAY;PARARIN;1; ;1; ; ; 
ANCASH;RECUAY;TAPACOCHA;1;1;5; ; ; 
ANCASH;RECUAY;TICAPAMPA;4; ;2; ; ; 
ANCASH;SANTA;CHIMBOTE;179;15;10; ; ; 
ANCASH;SANTA;CACERES DEL PERU;23; ;1; ; ; 
ANCASH;SANTA;COISHCO;15;3;3; ; ; 
ANCASH;SANTA;MACATE; ; ; ; ; ; 
ANCASH;SANTA;MORO;31;2;1; ; ; 
ANCASH;SANTA;NEPEÑA;41; ;5; ; ; 
ANCASH;SANTA;SAMANCO;8;1; ; ; ; 
ANCASH;SANTA;SANTA;21;3;2; ; ; 
ANCASH;SANTA;NUEVO CHIMBOTE;140;10;14;5;1; 
ANCASH;SIHUAS;SIHUAS;4;1;1; ; ; 
ANCASH;SIHUAS;ACOBAMBA; ; ; ; ; ; 
ANCASH;SIHUAS;ALFONSO UGARTE;4; ; ; ; ; 
ANCASH;SIHUAS;CASHAPAMPA; ; ; ; ; ; 
ANCASH;SIHUAS;CHINGALPO; ; ; ; ; ; 
ANCASH;SIHUAS;HUAYLLABAMBA;4; ; ; ; ; 
ANCASH;SIHUAS;QUICHES; ; ; ; ; ; 
ANCASH;SIHUAS;RAGASH; ; ; ; ; ; 
ANCASH;SIHUAS;SAN JUAN;1; ; ; ; ; 
ANCASH;SIHUAS;SICSIBAMBA; ; ; ; ; ; 
ANCASH;YUNGAY;YUNGAY;20;2;8; ; ; 
ANCASH;YUNGAY;CASCAPARA; ; ; ; ; ; 
ANCASH;YUNGAY;MANCOS;5; ;2; ; ; 
ANCASH;YUNGAY;MATACOTO;4; ; ;1; ; 
ANCASH;YUNGAY;QUILLO;16;1;2; ; ; 
ANCASH;YUNGAY;RANRAHIRCA; ; ; ; ; ; 
ANCASH;YUNGAY;SHUPLUY; ; ; ; ; ; 
ANCASH;YUNGAY;YANAMA;4; ; ; ; ; 
APURIMAC;ABANCAY;ABANCAY;24;3;6; ; ; 
APURIMAC;ABANCAY;CHACOCHE; ; ; ; ; ; 
APURIMAC;ABANCAY;CIRCA; ; ; ; ; ; 
APURIMAC;ABANCAY;CURAHUASI;5; ; ; ; ; 
APURIMAC;ABANCAY;HUANIPACA; ; ; ; ; ; 
APURIMAC;ABANCAY;LAMBRAMA;1; ; ; ; ; 
APURIMAC;ABANCAY;PICHIRHUA; ; ; ; ; ; 
APURIMAC;ABANCAY;SAN PEDRO DE CACHORA; ; ; ; ; ; 
APURIMAC;ABANCAY;TAMBURCO;6;2; ; ; ; 
APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;27;4;6; ; ; 
APURIMAC;ANDAHUAYLAS;ANDARAPA; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;CHIARA; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;HUANCARAMA; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;HUANCARAY; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;HUAYANA; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;KISHUARA; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;PACOBAMBA; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;PACUCHA; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;PAMPACHIRI; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;POMACOCHA;2; ;1; ; ; 
APURIMAC;ANDAHUAYLAS;SAN ANTONIO DE CACHI; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;SAN JERONIMO;12;2;2; ; ; 
APURIMAC;ANDAHUAYLAS;SAN MIGUEL DE CHACCRAMPA; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;SANTA MARIA DE CHICMO; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;TALAVERA;4;2;1; ; ; 
APURIMAC;ANDAHUAYLAS;TUMAY HUARACA; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;TURPO; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;KAQUIABAMBA; ; ; ; ; ; 
APURIMAC;ANDAHUAYLAS;JOSÉ MARÍA ARGUEDAS; ; ; ; ; ; 
APURIMAC;ANTABAMBA;ANTABAMBA;2; ; ; ; ; 
APURIMAC;ANTABAMBA;EL ORO; ; ; ; ; ; 
APURIMAC;ANTABAMBA;HUAQUIRCA;2; ; ; ; ; 
APURIMAC;ANTABAMBA;JUAN ESPINOZA MEDRANO; ; ; ; ; ; 
APURIMAC;ANTABAMBA;OROPESA; ; ; ; ; ; 
APURIMAC;ANTABAMBA;PACHACONAS; ; ; ; ; ; 
APURIMAC;ANTABAMBA;SABAINO; ; ; ; ; ; 
APURIMAC;AYMARAES;CHALHUANCA;6;1;1; ; ; 
APURIMAC;AYMARAES;CAPAYA;1;1; ; ; ; 
APURIMAC;AYMARAES;CARAYBAMBA; ; ; ; ; ; 
APURIMAC;AYMARAES;CHAPIMARCA; ; ; ; ; ; 
APURIMAC;AYMARAES;COLCABAMBA; ; ; ; ; ; 
APURIMAC;AYMARAES;COTARUSE; ; ; ; ; ; 
APURIMAC;AYMARAES;IHUAYLLO; ; ; ; ; ; 
APURIMAC;AYMARAES;JUSTO APU SAHUARAURA; ; ; ; ; ; 
APURIMAC;AYMARAES;LUCRE; ; ; ; ; ; 
APURIMAC;AYMARAES;POCOHUANCA; ; ; ; ; ; 
APURIMAC;AYMARAES;SAN JUAN DE CHACÑA;5;1;1; ; ; 
APURIMAC;AYMARAES;SAÑAYCA; ; ; ; ; ; 
APURIMAC;AYMARAES;SORAYA; ; ; ; ; ; 
APURIMAC;AYMARAES;TAPAIRIHUA; ; ; ; ; ; 
APURIMAC;AYMARAES;TINTAY; ; ; ; ; ; 
APURIMAC;AYMARAES;TORAYA; ; ; ; ; ; 
APURIMAC;AYMARAES;YANACA; ; ; ; ; ; 
APURIMAC;COTABAMBAS;TAMBOBAMBA;7;3; ; ; ; 
APURIMAC;COTABAMBAS;COTABAMBAS;15; ; ; ; ; 
APURIMAC;COTABAMBAS;COYLLURQUI;7;1;1; ; ; 
APURIMAC;COTABAMBAS;HAQUIRA;10;1; ; ; ; 
APURIMAC;COTABAMBAS;MARA;4; ; ; ; ; 
APURIMAC;COTABAMBAS;CHALLHUAHUACHO;6;2;2; ; ; 
APURIMAC;CHINCHEROS;CHINCHEROS;6;1; ; ; ; 
APURIMAC;CHINCHEROS;ANCO-HUALLO;5;1; ; ; ; 
APURIMAC;CHINCHEROS;COCHARCAS;1; ;1; ; ; 
APURIMAC;CHINCHEROS;HUACCANA; ; ; ; ; ; 
APURIMAC;CHINCHEROS;OCOBAMBA;1;1;2; ; ; 
APURIMAC;CHINCHEROS;ONGOY; ; ; ; ; ; 
APURIMAC;CHINCHEROS;URANMARCA;3; ; ; ; ; 
APURIMAC;CHINCHEROS;RANRACANCHA; ; ; ; ; ; 
APURIMAC;CHINCHEROS;ROCCHACC;1;1; ; ; ; 
APURIMAC;CHINCHEROS;EL PORVENIR; ; ; ; ; ; 
APURIMAC;CHINCHEROS;LOS CHANKAS; ; ; ; ; ; 
APURIMAC;GRAU;CHUQUIBAMBILLA;7;1;1; ; ; 
APURIMAC;GRAU;CURPAHUASI; ; ; ; ; ; 
APURIMAC;GRAU;GAMARRA; ; ; ; ; ; 
APURIMAC;GRAU;HUAYLLATI;3;1;1; ; ; 
APURIMAC;GRAU;MAMARA;5; ; ; ; ; 
APURIMAC;GRAU;MICAELA BASTIDAS;1; ; ; ; ; 
APURIMAC;GRAU;PATAYPAMPA;1; ; ; ; ; 
APURIMAC;GRAU;PROGRESO; ; ; ; ; ; 
APURIMAC;GRAU;SAN ANTONIO; ; ; ; ; ; 
APURIMAC;GRAU;SANTA ROSA; ; ; ; ; ; 
APURIMAC;GRAU;TURPAY;1;2; ; ; ; 
APURIMAC;GRAU;VILCABAMBA; ; ; ; ; ; 
APURIMAC;GRAU;VIRUNDO; ; ; ; ; ; 
APURIMAC;GRAU;CURASCO; ; ; ; ; ; 
AREQUIPA;AREQUIPA;AREQUIPA;204;25;37; ; ;2
AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;48;8;1; ; ; 
AREQUIPA;AREQUIPA;CAYMA;68;11;13; ; ; 
AREQUIPA;AREQUIPA;CERRO COLORADO;150;19; ; ; ; 
AREQUIPA;AREQUIPA;CHARACATO;7;1;3; ; ; 
AREQUIPA;AREQUIPA;CHIGUATA;4;2; ; ; ; 
AREQUIPA;AREQUIPA;JACOBO HUNTER;32;3;10; ; ; 
AREQUIPA;AREQUIPA;LA JOYA;49;4;4; ; ; 
AREQUIPA;AREQUIPA;MARIANO MELGAR;31;7;5; ; ; 
AREQUIPA;AREQUIPA;MIRAFLORES;80;8;9; ; ; 
AREQUIPA;AREQUIPA;MOLLEBAYA;6;1;5; ; ; 
AREQUIPA;AREQUIPA;PAUCARPATA;53;8;7; ; ; 
AREQUIPA;AREQUIPA;POCSI;1;1; ; ; ; 
AREQUIPA;AREQUIPA;POLOBAYA; ; ; ; ; ; 
AREQUIPA;AREQUIPA;QUEQUEÑA; ; ; ; ; ; 
AREQUIPA;AREQUIPA;SABANDIA;5;1; ; ; ; 
AREQUIPA;AREQUIPA;SACHACA;37;4; ; ; ; 
AREQUIPA;AREQUIPA;SAN JUAN DE SIGUAS; ; ; ; ; ; 
AREQUIPA;AREQUIPA;SAN JUAN DE TARUCANI;4;1;1; ; ; 
AREQUIPA;AREQUIPA;SANTA ISABEL DE SIGUAS;1;1; ; ; ; 
AREQUIPA;AREQUIPA;SANTA RITA DE SIGUAS;8;1;3; ; ; 
AREQUIPA;AREQUIPA;SOCABAYA;36;6; ; ; ; 
AREQUIPA;AREQUIPA;TIABAYA;10;4;2; ; ; 
AREQUIPA;AREQUIPA;UCHUMAYO;20;4;4; ; ;3
AREQUIPA;AREQUIPA;VITOR;6;1;2; ; ; 
AREQUIPA;AREQUIPA;YANAHUARA;75;5;10; ; ; 
AREQUIPA;AREQUIPA;YARABAMBA;20;1; ; ; ; 
AREQUIPA;AREQUIPA;YURA;17;7;4; ; ; 
AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;50;11;8; ; ; 
AREQUIPA;CAMANA;CAMANA;27;1; ; ; ; 
AREQUIPA;CAMANA;JOSE MARIA QUIMPER;5;1;2; ; ; 
AREQUIPA;CAMANA;MARIANO NICOLAS VALCARCEL;24;1;2; ; ; 
AREQUIPA;CAMANA;MARISCAL CACERES;8; ;6; ; ; 
AREQUIPA;CAMANA;NICOLAS DE PIEROLA;9;2;2; ; ; 
AREQUIPA;CAMANA;OCOÑA;6;1;2; ; ; 
AREQUIPA;CAMANA;QUILCA;5;1;1; ; ; 
AREQUIPA;CAMANA;SAMUEL PASTOR;18;1;5; ; ; 
AREQUIPA;CARAVELI;CARAVELI;5;1;6; ; ; 
AREQUIPA;CARAVELI;ACARI;6; ;4; ; ; 
AREQUIPA;CARAVELI;ATICO;3; ;2; ; ; 
AREQUIPA;CARAVELI;ATIQUIPA;1;2;3; ; ; 
AREQUIPA;CARAVELI;BELLA UNION;6;2;3; ; ; 
AREQUIPA;CARAVELI;CAHUACHO;1; ; ; ; ; 
AREQUIPA;CARAVELI;CHALA;12; ;4; ; ; 
AREQUIPA;CARAVELI;CHAPARRA;9;2; ; ; ; 
AREQUIPA;CARAVELI;HUANUHUANU;9;1;2; ; ; 
AREQUIPA;CARAVELI;JAQUI;4;1;1; ; ; 
AREQUIPA;CARAVELI;LOMAS; ; ; ; ; ; 
AREQUIPA;CARAVELI;QUICACHA; ; ; ; ; ; 
AREQUIPA;CARAVELI;YAUCA; ; ; ; ; ; 
AREQUIPA;CASTILLA;APLAO;6;1; ; ; ; 
AREQUIPA;CASTILLA;ANDAGUA; ; ; ; ; ; 
AREQUIPA;CASTILLA;AYO;2; ; ; ; ; 
AREQUIPA;CASTILLA;CHACHAS; ; ; ; ; ; 
AREQUIPA;CASTILLA;CHILCAYMARCA;1; ;1; ; ; 
AREQUIPA;CASTILLA;CHOCO; ; ; ; ; ; 
