NOMBREDD;NOMBREPP;NOMBREDI;PNP;MUNI;PJ;MPFN
TUMBES;TUMBES;TUMBES;2;2;1;0
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;2;2;2;2
TUMBES;TUMBES;TUMBES;2;0;1;1
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;1;1;0;0
TUMBES;TUMBES;TUMBES;2;1;1;1
TUMBES;TUMBES;TUMBES;0;1;0;0
TUMBES;TUMBES;TUMBES;3;0;0;0
TUMBES;TUMBES;TUMBES;1;0;0;0
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;3;3;2;2
TUMBES;TUMBES;TUMBES;1;0;1;1
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;1;0;1;1
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;1;0;0;0
TUMBES;TUMBES;TUMBES;2;1;2;2
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;0;1;0;0
TUMBES;TUMBES;TUMBES;0;0;2;2
TUMBES;TUMBES;TUMBES;3;3;3;3
TUMBES;TUMBES;TUMBES;2;2;0;0
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;1;0;0;0
TUMBES;TUMBES;TUMBES;2;0;0;0
TUMBES;TUMBES;TUMBES;1;0;0;0
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;1;0;0;0
TUMBES;TUMBES;TUMBES;1;0;1;1
TUMBES;TUMBES;TUMBES;1;0;1;0
TUMBES;TUMBES;TUMBES;3;1;1;0
TUMBES;TUMBES;TUMBES;2;0;0;0
TUMBES;TUMBES;TUMBES;3;2;2;3
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;1;1;2;2
TUMBES;TUMBES;TUMBES;2;2;2;2
TUMBES;TUMBES;TUMBES;3;3;3;3
TUMBES;TUMBES;TUMBES;1;0;0;0
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;2;1;0;0
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;1;1;0;0
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;2;0;0;0
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;1;1;0;0
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;0;1;1;2
TUMBES;TUMBES;TUMBES;2;0;2;0
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;1;0;0;0
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;2;0;0;0
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;1;1;1;1
TUMBES;TUMBES;TUMBES;1;1;2;2
TUMBES;TUMBES;TUMBES;2;2;0;0
TUMBES;TUMBES;TUMBES;2;0;0;2
TUMBES;TUMBES;TUMBES;2;1;1;1
TUMBES;TUMBES;TUMBES;2;1;1;1
TUMBES;TUMBES;TUMBES;2;1;0;2
TUMBES;TUMBES;TUMBES;3;1;3;1
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;3;3;3;3
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;3;3;1;1
TUMBES;TUMBES;TUMBES;1;1;0;0
TUMBES;TUMBES;TUMBES;1;0;0;0
TUMBES;TUMBES;TUMBES;2;1;0;1
TUMBES;TUMBES;TUMBES;1;2;2;2
TUMBES;TUMBES;TUMBES;2;2;2;2
TUMBES;TUMBES;TUMBES;1;1;1;2
TUMBES;TUMBES;TUMBES;1;0;1;1
TUMBES;TUMBES;TUMBES;0;0;0;0
TUMBES;TUMBES;TUMBES;1;0;0;0
TUMBES;TUMBES;TUMBES;1;0;0;0
TUMBES;TUMBES;TUMBES;2;2;2;2
TUMBES;TUMBES;TUMBES;3;1;2;3
TUMBES;TUMBES;TUMBES;3;3;3;3
TUMBES;TUMBES;TUMBES;3;1;2;3
TUMBES;TUMBES;TUMBES;1;0;0;0
TUMBES;TUMBES;TUMBES;1;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;0;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;1;0;1;2
TUMBES;ZARUMILLA;ZARUMILLA;1;0;1;0
TUMBES;ZARUMILLA;ZARUMILLA;0;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;1;1;1;1
TUMBES;ZARUMILLA;ZARUMILLA;1;1;3;2
TUMBES;ZARUMILLA;ZARUMILLA;0;0;2;2
TUMBES;ZARUMILLA;ZARUMILLA;1;1;1;1
TUMBES;ZARUMILLA;ZARUMILLA;2;1;1;1
TUMBES;ZARUMILLA;ZARUMILLA;1;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;1;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;0;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;1;1;1;1
TUMBES;ZARUMILLA;ZARUMILLA;3;3;3;3
TUMBES;ZARUMILLA;ZARUMILLA;2;0;2;1
TUMBES;ZARUMILLA;ZARUMILLA;2;0;0;2
TUMBES;ZARUMILLA;ZARUMILLA;1;1;2;1
TUMBES;ZARUMILLA;ZARUMILLA;2;0;1;1
TUMBES;ZARUMILLA;ZARUMILLA;1;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;1;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;3;2;2;2
TUMBES;ZARUMILLA;ZARUMILLA;1;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;0;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;;;;
TUMBES;ZARUMILLA;ZARUMILLA;0;1;2;2
TUMBES;ZARUMILLA;ZARUMILLA;0;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;1;0;1;1
TUMBES;ZARUMILLA;ZARUMILLA;1;1;0;0
TUMBES;ZARUMILLA;ZARUMILLA;1;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;2;2;0;0
TUMBES;ZARUMILLA;ZARUMILLA;1;1;2;2
TUMBES;ZARUMILLA;ZARUMILLA;2;2;2;2
TUMBES;ZARUMILLA;ZARUMILLA;0;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;0;0;0;0
TUMBES;ZARUMILLA;ZARUMILLA;1;1;0;1
TUMBES;ZARUMILLA;ZARUMILLA;3;3;3;3
TUMBES;ZARUMILLA;AGUAS VERDES;0;2;0;0
TUMBES;ZARUMILLA;AGUAS VERDES;1;0;0;0
TUMBES;ZARUMILLA;AGUAS VERDES;0;0;0;0
TUMBES;ZARUMILLA;AGUAS VERDES;2;1;0;0
TUMBES;ZARUMILLA;AGUAS VERDES;1;1;2;2
TUMBES;ZARUMILLA;AGUAS VERDES;2;1;1;1
TUMBES;ZARUMILLA;AGUAS VERDES;2;1;0;0
TUMBES;ZARUMILLA;AGUAS VERDES;0;1;0;0
TUMBES;ZARUMILLA;AGUAS VERDES;2;2;2;2
TUMBES;ZARUMILLA;AGUAS VERDES;2;2;0;0
PIURA;TALARA;PARINAS;0;0;0;0
PIURA;TALARA;PARINAS;1;1;0;0
PIURA;TALARA;PARINAS;2;2;2;2
PIURA;TALARA;PARINAS;1;2;2;2
PIURA;TALARA;PARINAS;2;2;0;0
PIURA;TALARA;PARINAS;2;2;3;3
PIURA;TALARA;PARINAS;0;0;0;0
PIURA;TALARA;PARINAS;1;2;0;0
PIURA;TALARA;PARINAS;1;0;0;0
PIURA;TALARA;PARINAS;1;1;1;1
PIURA;TALARA;PARINAS;1;0;0;0
PIURA;TALARA;PARINAS;1;1;1;1
PIURA;TALARA;PARINAS;0;0;0;0
PIURA;TALARA;PARINAS;1;0;0;0
PIURA;SULLANA;SULLANA;1;1;1;1
PIURA;SULLANA;SULLANA;2;1;1;1
PIURA;SULLANA;SULLANA;1;1;0;0
PIURA;SULLANA;SULLANA;2;2;2;2
PIURA;SULLANA;SULLANA;2;0;1;1
PIURA;SULLANA;SULLANA;0;0;0;0
PIURA;SULLANA;SULLANA;1;1;0;0
PIURA;SULLANA;SULLANA;1;1;1;1
PIURA;SULLANA;SULLANA;1;1;1;1
PIURA;SULLANA;SULLANA;1;1;2;2
PIURA;SULLANA;SULLANA;0;0;0;0
PIURA;SULLANA;SULLANA;1;1;0;0
PIURA;SULLANA;SULLANA;1;1;2;2
PIURA;SULLANA;SULLANA;2;2;2;2
PIURA;SULLANA;SULLANA;2;2;2;2
PIURA;SULLANA;SULLANA;1;1;1;1
PIURA;SULLANA;SULLANA;1;1;0;0
PIURA;SULLANA;SULLANA;1;1;1;1
PIURA;SULLANA;SULLANA;0;0;0;0
PIURA;PIURA;PIURA;;;;
PIURA;PIURA;PIURA;;;;
PIURA;PIURA;PIURA;;;;
PIURA;PIURA;PIURA;;;;
PIURA;PIURA;PIURA;1;1;1;1
PIURA;PIURA;PIURA;0;0;0;0
PIURA;PIURA;PIURA;0;1;0;0
PIURA;PIURA;PIURA;1;1;0;0
PIURA;PIURA;PIURA;1;1;0;0
PIURA;PIURA;PIURA;1;0;0;0
PIURA;PIURA;PIURA;1;0;1;1
PIURA;PIURA;PIURA;0;0;0;0
PIURA;PIURA;PIURA;2;0;3;2
PIURA;PIURA;PIURA;2;2;2;2
PIURA;PIURA;PIURA;2;2;0;0
PIURA;PIURA;PIURA;2;2;0;0
PIURA;PIURA;PIURA;1;1;0;0
PIURA;PIURA;PIURA;2;2;2;2
PIURA;PIURA;PIURA;3;2;1;1
PIURA;PIURA;PIURA;2;1;0;0
PIURA;PIURA;PIURA;2;2;1;1
PIURA;PIURA;PIURA;1;1;1;1
PIURA;PIURA;PIURA;1;1;2;2
PIURA;PIURA;PIURA;2;1;1;1
PIURA;PIURA;PIURA;1;1;1;1
PIURA;PIURA;PIURA;1;1;1;1
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;;;;
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;0;0;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;1;1;1;1
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;1;1;1;1
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;1;1;1
PIURA;PIURA;VEINTISEIS DE OCTUBRE;1;1;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;1;1;1;1
PIURA;PIURA;VEINTISEIS DE OCTUBRE;3;3;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;0;0;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;1;1;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;0;1;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;3;3;3;3
PIURA;PIURA;VEINTISEIS DE OCTUBRE;0;1;1;1
PIURA;PIURA;VEINTISEIS DE OCTUBRE;0;0;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;2;2;2
PIURA;PIURA;VEINTISEIS DE OCTUBRE;0;1;1;1
PIURA;PIURA;VEINTISEIS DE OCTUBRE;3;3;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;1;1;1;1
PIURA;PIURA;VEINTISEIS DE OCTUBRE;0;0;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;2;1;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;3;1;1;1
PIURA;PIURA;VEINTISEIS DE OCTUBRE;1;1;1;1
PIURA;PIURA;VEINTISEIS DE OCTUBRE;0;0;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;1;1;1;1
PIURA;PIURA;VEINTISEIS DE OCTUBRE;0;1;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;0;0;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;1;1;1;1
PIURA;PIURA;VEINTISEIS DE OCTUBRE;1;0;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;0;0;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;0;0;0;0
PIURA;PIURA;VEINTISEIS DE OCTUBRE;1;1;0;0
PIURA;PIURA;PIURA;1;1;1;1
PIURA;PIURA;PIURA;1;1;0;0
PIURA;PIURA;PIURA;1;1;1;1
PIURA;PIURA;PIURA;0;0;0;0
PIURA;PIURA;PIURA;0;0;0;0
PIURA;PIURA;PIURA;1;1;1;1
PIURA;PIURA;PIURA;1;1;1;1
PIURA;PIURA;PIURA;2;1;1;1
PIURA;PIURA;PIURA;0;0;0;0
PIURA;PIURA;PIURA;3;3;3;3
PIURA;PIURA;PIURA;1;0;0;0
PIURA;PIURA;PIURA;1;0;0;0
PIURA;PIURA;PIURA;0;0;0;0
PIURA;PIURA;PIURA;2;1;1;1
PIURA;PIURA;PIURA;1;1;1;1
PIURA;PIURA;PIURA;1;1;0;0
PIURA;PIURA;PIURA;1;0;0;0
PIURA;PIURA;PIURA;0;0;0;0
PIURA;PIURA;PIURA;0;0;0;0
PIURA;PIURA;PIURA;1;0;0;0
PIURA;PIURA;PIURA;1;1;1;1
PIURA;PIURA;PIURA;2;0;2;2
PIURA;PIURA;PIURA;0;0;0;0
PIURA;PIURA;PIURA;1;0;0;0
PIURA;PIURA;PIURA;1;1;1;1
PIURA;PIURA;PIURA;2;1;1;1
PIURA;PIURA;PIURA;3;2;0;0
PIURA;PIURA;PIURA;2;1;2;2
PIURA;PIURA;CASTILLA;1;0;0;0
PIURA;PIURA;CASTILLA;1;1;1;1
PIURA;PIURA;CASTILLA;1;1;1;1
PIURA;PIURA;CASTILLA;1;1;1;1
PIURA;PIURA;CASTILLA;2;1;2;2
PIURA;PIURA;CASTILLA;1;1;1;1
PIURA;PIURA;CASTILLA;3;3;3;3
PIURA;PIURA;CASTILLA;0;0;0;0
PIURA;PIURA;CASTILLA;0;0;0;0
PIURA;PIURA;CASTILLA;0;0;0;0
PIURA;PIURA;CASTILLA;0;0;0;0
PIURA;PIURA;CASTILLA;1;1;1;1
PIURA;PIURA;CASTILLA;1;1;1;1
PIURA;PIURA;CASTILLA;0;0;0;0
PIURA;PIURA;CASTILLA;0;0;0;0
PIURA;PIURA;CASTILLA;1;0;0;0
PIURA;PIURA;CASTILLA;1;1;0;0
PIURA;PIURA;CASTILLA;1;3;0;0
PIURA;PIURA;CASTILLA;1;1;0;0
PIURA;PIURA;CASTILLA;1;1;0;0
PIURA;PIURA;CASTILLA;1;1;0;0
PIURA;PIURA;LA UNION;2;2;1;1
PIURA;PIURA;LA UNION;3;0;0;0
PIURA;PIURA;LA UNION;1;1;1;1
PIURA;PIURA;LA UNION;0;0;0;0
PIURA;PIURA;LA UNION;0;0;0;0
PIURA;PIURA;LA UNION;0;0;0;0
PIURA;PIURA;LA UNION;0;0;0;0
PIURA;PIURA;LA UNION;0;0;0;0
PIURA;PIURA;LA UNION;0;0;1;1
PIURA;PIURA;LA UNION;2;0;0;0
PIURA;PIURA;LA UNION;0;0;0;0
PIURA;PIURA;LA UNION;1;1;3;3
PIURA;PIURA;LA UNION;0;0;0;0
PIURA;PIURA;LA UNION;1;1;1;1
PIURA;PIURA;LA UNION;1;0;0;0
PIURA;PIURA;LA UNION;3;3;3;3
PIURA;PIURA;LA UNION;0;0;0;0
PIURA;PIURA;LA UNION;0;0;0;0
PIURA;PIURA;LA UNION;1;1;1;1
PIURA;PIURA;LA UNION;1;1;1;1
PIURA;PIURA;LA UNION;1;1;1;1
PIURA;PIURA;LA UNION;1;1;0;0
PIURA;PIURA;LA UNION;1;1;0;0
PIURA;PIURA;LA UNION;3;3;1;1
PIURA;PIURA;CATACAOS;2;2;2;2
PIURA;PIURA;CATACAOS;2;2;2;2
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;3;3;3;3
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;2;2;2;2
PIURA;PIURA;CATACAOS;0;0;0;0
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;2;1;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;1;0;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;PIURA;CATACAOS;2;1;0;0
PIURA;PIURA;CATACAOS;1;1;1;1
PIURA;AYABACA;FRIAS;2;0;0;0
PIURA;AYABACA;FRIAS;1;1;1;1
PIURA;AYABACA;FRIAS;1;1;1;1
PIURA;AYABACA;FRIAS;0;0;0;0
PIURA;AYABACA;FRIAS;0;1;1;1
PIURA;AYABACA;FRIAS;1;1;1;1
PIURA;AYABACA;FRIAS;0;0;1;1
PIURA;AYABACA;FRIAS;1;2;0;0
PIURA;AYABACA;FRIAS;1;1;0;0
PIURA;AYABACA;FRIAS;2;2;1;1
PIURA;AYABACA;FRIAS;2;2;2;2
PIURA;AYABACA;FRIAS;1;1;1;1
PIURA;AYABACA;FRIAS;0;0;1;1
PIURA;AYABACA;FRIAS;1;2;1;1
PIURA;AYABACA;FRIAS;2;2;1;1
PIURA;AYABACA;FRIAS;0;2;0;0
PIURA;AYABACA;FRIAS;1;1;1;1
PIURA;AYABACA;FRIAS;1;1;1;1
PIURA;AYABACA;FRIAS;0;1;1;1
PIURA;AYABACA;FRIAS;1;3;1;1
PIURA;MORROPON;SALITRAL;1;1;1;1
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;1;1;0;0
PIURA;MORROPON;SALITRAL;1;1;1;1
PIURA;MORROPON;SALITRAL;2;2;2;2
PIURA;MORROPON;SALITRAL;2;2;2;2
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;1;0;0;0
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;2;2;2;2
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;1;0;0;0
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;2;1;1;1
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;2;0;0;0
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;2;0;2;2
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;2;0;0;0
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;2;1;2;2
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;2;1;2;2
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;1;1;0;0
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;1;1;0;0
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;1;0;0;0
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;0;0;0;0
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;2;1;0;0
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;0;0;0;0
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;2;2;1;1
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;1;0;0;0
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;2;0;0;0
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;0;0;0;0
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;;;;
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;2;2;2;2
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;;;;
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;1;1;1;1
LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;2;2;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;2;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;2;2;2
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;2;2;2
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;0;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;2;2;2
LAMBAYEQUE;CHICLAYO;CHICLAYO;3;3;3;3
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;2;2;2
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;2;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;2;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;0;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;2;2;2
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;3;2;2
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;2;2;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;0;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;2;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;3;2;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;3;3
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;1;1
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;2;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;1;2;2
LAMBAYEQUE;CHICLAYO;CHICLAYO;1;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;3;0;0;0
LAMBAYEQUE;CHICLAYO;CHICLAYO;0;0;0;0
