ANIO,DPTO_HECHO_NEW,PROV_HECHO,DIST_HECHO,CANTIDAD
2018,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,1
2018,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,1
2018,ANCASH,CASMA,CASMA,2
2018,ANCASH,HUARAZ,HUARAZ,1
2018,ANCASH,HUARMEY,HUARMEY,1
2018,ANCASH,SANTA,CHIMBOTE,1
2018,ANCASH,SANTA,CHIMBOTE,4
2018,ANCASH,SANTA,NUEVO CHIMBOTE,1
2018,ANCASH,SANTA,SANTA,1
2018,AREQUIPA,AREQUIPA,AREQUIPA,4
2018,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,1
2018,AREQUIPA,CARAVELI,CHALA,1
2018,CAJAMARCA,CAJAMARCA,CAJAMARCA,1
2018,CAJAMARCA,CELENDIN,CELENDIN,1
2018,CAJAMARCA,JAEN,JAEN,1
2018,CUSCO,CUSCO,SAN SEBASTIAN,1
2018,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,3
2018,ICA,CHINCHA,CHINCHA ALTA,1
2018,ICA,CHINCHA,PUEBLO NUEVO,1
2018,ICA,ICA,PARCONA,1
2018,JUNIN,HUANCAYO,EL TAMBO,1
2018,JUNIN,HUANCAYO,SAPALLANGA,1
2018,JUNIN,SATIPO,PANGOA,1
2018,LA LIBERTAD,ASCOPE,CASA GRANDE,2
2018,LA LIBERTAD,ASCOPE,PAIJAN,2
2018,LA LIBERTAD,ASCOPE,RAZURI,1
2018,LA LIBERTAD,CHEPEN,CHEPEN,1
2018,LA LIBERTAD,CHEPEN,CHEPEN,3
2018,LA LIBERTAD,PACASMAYO,GUADALUPE,2
2018,LA LIBERTAD,PACASMAYO,PACASMAYO,1
2018,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,2
2018,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,1
2018,LA LIBERTAD,TRUJILLO,EL PORVENIR,6
2018,LA LIBERTAD,TRUJILLO,EL PORVENIR,2
2018,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,3
2018,LA LIBERTAD,TRUJILLO,HUANCHACO,2
2018,LA LIBERTAD,TRUJILLO,LA ESPERANZA,9
2018,LA LIBERTAD,TRUJILLO,LA ESPERANZA,2
2018,LA LIBERTAD,TRUJILLO,LAREDO,1
2018,LA LIBERTAD,TRUJILLO,TRUJILLO,1
2018,LA LIBERTAD,VIRU,CHAO,1
2018,LA LIBERTAD,VIRU,CHAO,1
2018,LA LIBERTAD,VIRU,VIRU,6
2018,LAMBAYEQUE,CHICLAYO,CAYALTI,1
2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,1
2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,8
2018,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1
2018,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1
2018,LAMBAYEQUE,CHICLAYO,LA VICTORIA,2
2018,LAMBAYEQUE,CHICLAYO,PIMENTEL,1
2018,LIMA METROPOLITANA,LIMA,ATE,2
2018,LIMA METROPOLITANA,LIMA,CARABAYLLO,1
2018,LIMA METROPOLITANA,LIMA,CHORRILLOS,1
2018,LIMA METROPOLITANA,LIMA,CIENEGUILLA,3
2018,LIMA METROPOLITANA,LIMA,COMAS,5
2018,LIMA METROPOLITANA,LIMA,COMAS,1
2018,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,1
2018,LIMA METROPOLITANA,LIMA,JESUS MARIA,1
2018,LIMA METROPOLITANA,LIMA,LA MOLINA,1
2018,LIMA METROPOLITANA,LIMA,LA VICTORIA,1
2018,LIMA METROPOLITANA,LIMA,LIMA,2
2018,LIMA METROPOLITANA,LIMA,LOS OLIVOS,1
2018,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,1
2018,LIMA METROPOLITANA,LIMA,MIRAFLORES,1
2018,LIMA METROPOLITANA,LIMA,PACHACAMAC,2
2018,LIMA METROPOLITANA,LIMA,PUCUSANA,1
2018,LIMA METROPOLITANA,LIMA,SAN BORJA,1
2018,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,3
2018,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,1
2018,LIMA METROPOLITANA,LIMA,SAN LUIS,1
2018,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,1
2018,LIMA METROPOLITANA,LIMA,SANTA ANITA,1
2018,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,3
2018,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,1
2018,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,3
2018,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,3
2018,MADRE DE DIOS,TAMBOPATA,INAMBARI,1
2018,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,1
2018,PASCO,OXAPAMPA,OXAPAMPA,1
2018,PIURA,PAITA,PAITA,1
2018,PIURA,PIURA,26 DE OCTUBRE,3
2018,PIURA,PIURA,CASTILLA,4
2018,PIURA,PIURA,LA UNION,1
2018,PIURA,PIURA,PIURA,7
2018,PIURA,SECHURA,SECHURA,1
2018,PIURA,SULLANA,QUERECOTILLO,1
2018,PIURA,SULLANA,SULLANA,3
2018,PIURA,TALARA,LOS ORGANOS,1
2018,PIURA,TALARA,PARIÑAS,2
2018,PIURA,TALARA,PARIÑAS,1
2018,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,2
2018,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,1
2018,REGION LIMA,CAÑETE,IMPERIAL,1
2018,REGION LIMA,CAÑETE,IMPERIAL,1
2018,REGION LIMA,CAÑETE,MALA,1
2018,REGION LIMA,CAÑETE,NUEVO IMPERIAL,1
2018,REGION LIMA,HUARAL,CHANCAY,1
2018,SAN MARTIN,BELLAVISTA,BELLAVISTA,1
2018,TUMBES,TUMBES,CORRALES,1
2018,TUMBES,TUMBES,TUMBES,6
2018,TUMBES,ZARUMILLA,PAPAYAL,1
2018,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,1
2018,AMAZONAS,LUYA,CAMPORREDONDO,1
2018,ANCASH,CASMA,BUENA VISTA ALTA,2
2018,ANCASH,CASMA,CASMA,1
2018,ANCASH,CASMA,CASMA,1
2018,ANCASH,HUARAZ,HUARAZ,1
2018,ANCASH,HUARMEY,HUARMEY,1
2018,ANCASH,SANTA,CHIMBOTE,3
2018,ANCASH,SANTA,CHIMBOTE,4
2018,ANCASH,SANTA,NUEVO CHIMBOTE,1
2018,ANCASH,SANTA,SANTA,1
2018,AREQUIPA,CAMANA,CAMANA,1
2018,AREQUIPA,CARAVELI,CHALA,4
2018,AYACUCHO,HUAMANGA,CARMEN ALTO,1
2018,CAJAMARCA,JAEN,JAEN,1
2018,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,1
2018,ICA,CHINCHA,EL CARMEN,1
2018,ICA,ICA,ICA,1
2018,ICA,ICA,SANTIAGO,2
2018,ICA,PISCO,PISCO,1
2018,ICA,PISCO,SAN ANDRES,2
2018,JUNIN,HUANCAYO,HUANCAYO,1
2018,LA LIBERTAD,ASCOPE,CASA GRANDE,2
2018,LA LIBERTAD,ASCOPE,CASA GRANDE,2
2018,LA LIBERTAD,ASCOPE,CHICAMA,1
2018,LA LIBERTAD,ASCOPE,CHOCOPE,2
2018,LA LIBERTAD,ASCOPE,PAIJAN,2
2018,LA LIBERTAD,CHEPEN,CHEPEN,1
2018,LA LIBERTAD,CHEPEN,PACANGA,2
2018,LA LIBERTAD,PACASMAYO,GUADALUPE,1
2018,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,1
2018,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,1
2018,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,1
2018,LA LIBERTAD,TRUJILLO,EL PORVENIR,8
2018,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,2
2018,LA LIBERTAD,TRUJILLO,HUANCHACO,1
2018,LA LIBERTAD,TRUJILLO,HUANCHACO,1
2018,LA LIBERTAD,TRUJILLO,LA ESPERANZA,8
2018,LA LIBERTAD,TRUJILLO,LA ESPERANZA,3
2018,LA LIBERTAD,TRUJILLO,LAREDO,1
2018,LA LIBERTAD,TRUJILLO,MOCHE,1
2018,LA LIBERTAD,TRUJILLO,SALAVERRY,1
2018,LA LIBERTAD,TRUJILLO,TRUJILLO,11
2018,LA LIBERTAD,VIRU,CHAO,1
2018,LA LIBERTAD,VIRU,VIRU,1
2018,LA LIBERTAD,VIRU,VIRU,1
2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,13
2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,1
2018,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1
2018,LAMBAYEQUE,CHICLAYO,MONSEFU,1
2018,LAMBAYEQUE,CHICLAYO,PIMENTEL,1
2018,LAMBAYEQUE,CHICLAYO,REQUE,1
2018,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,1
2018,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,1
2018,LIMA METROPOLITANA,LIMA,ATE,6
2018,LIMA METROPOLITANA,LIMA,ATE,1
2018,LIMA METROPOLITANA,LIMA,CARABAYLLO,2
2018,LIMA METROPOLITANA,LIMA,COMAS,2
2018,LIMA METROPOLITANA,LIMA,COMAS,1
2018,LIMA METROPOLITANA,LIMA,EL AGUSTINO,1
2018,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,1
2018,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,1
2018,LIMA METROPOLITANA,LIMA,JESUS MARIA,2
2018,LIMA METROPOLITANA,LIMA,LA MOLINA,1
2018,LIMA METROPOLITANA,LIMA,LA VICTORIA,2
2018,LIMA METROPOLITANA,LIMA,LIMA,4
2018,LIMA METROPOLITANA,LIMA,LIMA,1
2018,LIMA METROPOLITANA,LIMA,MIRAFLORES,2
2018,LIMA METROPOLITANA,LIMA,PACHACAMAC,1
2018,LIMA METROPOLITANA,LIMA,PACHACAMAC,1
2018,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,3
2018,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,1
2018,LIMA METROPOLITANA,LIMA,RIMAC,1
2018,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,4
2018,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,1
2018,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,4
2018,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,1
2018,LIMA METROPOLITANA,LIMA,SANTA ANITA,1
2018,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,1
2018,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,4
2018,PIURA,PAITA,PAITA,3
2018,PIURA,PIURA,CATACAOS,6
2018,PIURA,PIURA,PIURA,6
2018,PIURA,PIURA,TAMBO GRANDE,1
2018,PIURA,SULLANA,QUERECOTILLO,1
2018,PIURA,SULLANA,SULLANA,2
2018,PIURA,SULLANA,SULLANA,2
2018,PIURA,TALARA,LOS ORGANOS,2
2018,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,1
2018,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,3
2018,PROV. CONST. DEL CALLAO,CALLAO,LA PERLA,1
2018,PROV. CONST. DEL CALLAO,CALLAO,LA PUNTA,1
2018,PROV. CONST. DEL CALLAO,CALLAO,VENTANILLA,1
2018,REGION LIMA,CAÑETE,IMPERIAL,1
2018,REGION LIMA,CAÑETE,LUNAHUANA,1
2018,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,1
2018,SAN MARTIN,TOCACHE,TOCACHE,1
2018,TUMBES,TUMBES,TUMBES,3
2018,TUMBES,ZARUMILLA,MATAPALO,1
2018,TUMBES,ZARUMILLA,ZARUMILLA,1
2018,UCAYALI,CORONEL PORTILLO,YARINACOCHA,1
2018,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,1
2018,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,1
2018,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,1
2018,ANCASH,CASMA,BUENA VISTA ALTA,1
2018,ANCASH,CASMA,CASMA,4
2018,ANCASH,HUARAZ,HUARAZ,1
2018,ANCASH,HUARAZ,HUARAZ,2
2018,ANCASH,HUARAZ,INDEPENDENCIA,1
2018,ANCASH,HUARAZ,INDEPENDENCIA,1
2018,ANCASH,HUARAZ,JANGAS,1
2018,ANCASH,SANTA,CHIMBOTE,14
2018,ANCASH,SANTA,NEPEÑA,1
2018,ANCASH,SANTA,SANTA,1
2018,AREQUIPA,AREQUIPA,CERRO COLORADO,1
2018,AREQUIPA,CARAVELI,CHALA,1
2018,CAJAMARCA,CAJABAMBA,CAJABAMBA,4
2018,CAJAMARCA,CAJAMARCA,SAN JUAN,1
2018,CAJAMARCA,CONTUMAZA,YONAN,1
2018,CUSCO,CUSCO,WANCHAQ,1
2018,HUANUCO,AMBO,TOMAY KICHWA,1
2018,ICA,CHINCHA,CHINCHA ALTA,1
2018,ICA,CHINCHA,PUEBLO NUEVO,2
2018,ICA,CHINCHA,SUNAMPE,1
2018,ICA,ICA,ICA,1
2018,ICA,NAZCA,NAZCA,2
2018,ICA,PISCO,PISCO,1
2018,ICA,PISCO,TUPAC AMARU INCA,1
2018,JUNIN,CHUPACA,CHUPACA,1
2018,JUNIN,HUANCAYO,CHILCA,1
2018,JUNIN,SATIPO,SATIPO,1
2018,LA LIBERTAD,ASCOPE,CASA GRANDE,5
2018,LA LIBERTAD,ASCOPE,CHOCOPE,2
2018,LA LIBERTAD,ASCOPE,PAIJAN,1
2018,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,2
2018,LA LIBERTAD,OTUZCO,OTUZCO,1
2018,LA LIBERTAD,PACASMAYO,GUADALUPE,2
2018,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,2
2018,LA LIBERTAD,TRUJILLO,EL PORVENIR,23
2018,LA LIBERTAD,TRUJILLO,EL PORVENIR,4
2018,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,3
2018,LA LIBERTAD,TRUJILLO,HUANCHACO,1
2018,LA LIBERTAD,TRUJILLO,LA ESPERANZA,11
2018,LA LIBERTAD,TRUJILLO,LAREDO,3
2018,LA LIBERTAD,TRUJILLO,MOCHE,2
2018,LA LIBERTAD,TRUJILLO,SALAVERRY,1
2018,LA LIBERTAD,TRUJILLO,TRUJILLO,10
2018,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,2
2018,LA LIBERTAD,VIRU,VIRU,7
2018,LA LIBERTAD,VIRU,VIRU,2
2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,3
2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,15
2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,5
2018,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1
2018,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,2
2018,LAMBAYEQUE,CHICLAYO,LA VICTORIA,1
2018,LAMBAYEQUE,CHICLAYO,MONSEFU,1
2018,LAMBAYEQUE,CHICLAYO,SAÑA,1
2018,LAMBAYEQUE,LAMBAYEQUE,MORROPE,2
2018,LIMA METROPOLITANA,LIMA,ATE,3
2018,LIMA METROPOLITANA,LIMA,CARABAYLLO,1
2018,LIMA METROPOLITANA,LIMA,CHORRILLOS,1
2018,LIMA METROPOLITANA,LIMA,COMAS,1
2018,LIMA METROPOLITANA,LIMA,EL AGUSTINO,1
2018,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,1
2018,LIMA METROPOLITANA,LIMA,LA MOLINA,1
2018,LIMA METROPOLITANA,LIMA,LA VICTORIA,3
2018,LIMA METROPOLITANA,LIMA,LIMA,1
2018,LIMA METROPOLITANA,LIMA,LOS OLIVOS,1
2018,LIMA METROPOLITANA,LIMA,LOS OLIVOS,4
2018,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,1
2018,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,1
2018,LIMA METROPOLITANA,LIMA,MIRAFLORES,4
2018,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,1
2018,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,1
2018,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,4
2018,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,2
2018,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,1
2018,LIMA METROPOLITANA,LIMA,SANTA ANITA,1
2018,LIMA METROPOLITANA,LIMA,SANTA ANITA,1
2018,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,1
2018,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,2
2018,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,1
2018,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,2
2018,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,3
2018,PASCO,OXAPAMPA,OXAPAMPA,1
2018,PIURA,MORROPON,CHULUCANAS,4
2018,PIURA,PAITA,COLAN,1
2018,PIURA,PAITA,PAITA,3
2018,PIURA,PIURA,26 DE OCTUBRE,1
2018,PIURA,PIURA,26 DE OCTUBRE,2
2018,PIURA,PIURA,CASTILLA,1
2018,PIURA,PIURA,CASTILLA,1
2018,PIURA,PIURA,CATACAOS,3
2018,PIURA,PIURA,CURA MORI,1
2018,PIURA,PIURA,LA UNION,1
2018,PIURA,PIURA,PIURA,1
2018,PIURA,PIURA,PIURA,6
2018,PIURA,SECHURA,SECHURA,1
2018,PIURA,SULLANA,BELLAVISTA,2
2018,PIURA,SULLANA,SULLANA,3
2018,PIURA,TALARA,PARIÑAS,3
2018,PIURA,TALARA,PARIÑAS,1
2018,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,1
2018,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,1
2018,PROV. CONST. DEL CALLAO,CALLAO,LA PERLA,1
2018,REGION LIMA,CAÑETE,CERRO AZUL,1
2018,REGION LIMA,CAÑETE,CHILCA,1
2018,REGION LIMA,CAÑETE,CHILCA,1
2018,REGION LIMA,CAÑETE,NUEVO IMPERIAL,2
2018,REGION LIMA,HUAURA,HUAURA,2
2018,REGION LIMA,HUAURA,SAYAN,2
2018,SAN MARTIN,HUALLAGA,SAPOSOA,1
2018,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,1
2018,SAN MARTIN,SAN MARTIN,MORALES,1
2018,SAN MARTIN,TOCACHE,TOCACHE,2
2018,TUMBES,TUMBES,CORRALES,1
2018,TUMBES,TUMBES,TUMBES,9
2018,TUMBES,ZARUMILLA,AGUAS VERDES,1
2018,TUMBES,ZARUMILLA,ZARUMILLA,3
2018,UCAYALI,CORONEL PORTILLO,YARINACOCHA,1
2018,AMAZONAS,BAGUA,BAGUA,1
2018,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,1
2018,ANCASH,CASMA,CASMA,1
2018,ANCASH,HUARAZ,HUARAZ,1
2018,ANCASH,SANTA,CHIMBOTE,1
2018,ANCASH,SANTA,COISHCO,2
2018,ANCASH,SANTA,NEPEÑA,1
2018,ANCASH,YUNGAY,YUNGAY,1
2018,AREQUIPA,AREQUIPA,AREQUIPA,1
2018,AREQUIPA,AREQUIPA,CAYMA,1
2018,AREQUIPA,AREQUIPA,CERRO COLORADO,1
2018,AREQUIPA,AREQUIPA,PAUCARPATA,1
2018,AREQUIPA,AREQUIPA,YANAHUARA,1
2018,AREQUIPA,CAMANA,OCOÑA,1
2018,AREQUIPA,CARAVELI,CHALA,1
2018,AYACUCHO,HUAMANGA,AYACUCHO,1
2018,AYACUCHO,HUAMANGA,AYACUCHO,2
2018,AYACUCHO,HUANTA,HUANTA,2
2018,AYACUCHO,LA MAR,AYNA,1
2018,CAJAMARCA,CAJAMARCA,CAJAMARCA,1
2018,CAJAMARCA,SAN MIGUEL,EL PRADO,1
2018,CUSCO,CUSCO,CUSCO,1
2018,ICA,CHINCHA,CHINCHA ALTA,1
2018,ICA,CHINCHA,PUEBLO NUEVO,1
2018,ICA,ICA,ICA,2
2018,ICA,ICA,PARCONA,1
2018,ICA,ICA,SAN JUAN BAUTISTA,1
2018,ICA,PISCO,PISCO,1
2018,JUNIN,CHUPACA,CHUPACA,1
2018,JUNIN,SATIPO,SATIPO,1
2018,LA LIBERTAD,ASCOPE,ASCOPE,1
2018,LA LIBERTAD,ASCOPE,CASA GRANDE,8
2018,LA LIBERTAD,ASCOPE,CASA GRANDE,4
2018,LA LIBERTAD,ASCOPE,CHICAMA,1
2018,LA LIBERTAD,ASCOPE,CHOCOPE,1
2018,LA LIBERTAD,ASCOPE,CHOCOPE,1
2018,LA LIBERTAD,ASCOPE,PAIJAN,3
2018,LA LIBERTAD,ASCOPE,PAIJAN,1
2018,LA LIBERTAD,ASCOPE,RAZURI,1
2018,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,3
2018,LA LIBERTAD,CHEPEN,CHEPEN,3
2018,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,2
2018,LA LIBERTAD,OTUZCO,OTUZCO,1
2018,LA LIBERTAD,PACASMAYO,GUADALUPE,2
2018,LA LIBERTAD,PACASMAYO,GUADALUPE,2
2018,LA LIBERTAD,TRUJILLO,EL PORVENIR,22
2018,LA LIBERTAD,TRUJILLO,EL PORVENIR,5
2018,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,4
2018,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,1
2018,LA LIBERTAD,TRUJILLO,HUANCHACO,4
2018,LA LIBERTAD,TRUJILLO,LA ESPERANZA,24
2018,LA LIBERTAD,TRUJILLO,LAREDO,3
2018,LA LIBERTAD,TRUJILLO,LAREDO,2
2018,LA LIBERTAD,TRUJILLO,MOCHE,1
2018,LA LIBERTAD,TRUJILLO,SALAVERRY,1
2018,LA LIBERTAD,TRUJILLO,TRUJILLO,21
2018,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,1
2018,LA LIBERTAD,VIRU,CHAO,1
2018,LA LIBERTAD,VIRU,VIRU,1
2018,LA LIBERTAD,VIRU,VIRU,2
2018,LAMBAYEQUE,CHICLAYO,CHICLAYO,6
2018,LAMBAYEQUE,CHICLAYO,LA VICTORIA,2
2018,LAMBAYEQUE,CHICLAYO,MONSEFU,1
2018,LAMBAYEQUE,CHICLAYO,PIMENTEL,1
2018,LAMBAYEQUE,CHICLAYO,REQUE,1
2018,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,1
2018,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1
2018,LAMBAYEQUE,LAMBAYEQUE,MORROPE,1
2018,LIMA METROPOLITANA,LIMA,ATE,8
2018,LIMA METROPOLITANA,LIMA,CHACLACAYO,1
2018,LIMA METROPOLITANA,LIMA,COMAS,4
2018,LIMA METROPOLITANA,LIMA,EL AGUSTINO,1
2018,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,1
2018,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,2
2018,LIMA METROPOLITANA,LIMA,LA VICTORIA,2
2018,LIMA METROPOLITANA,LIMA,LA VICTORIA,1
2018,LIMA METROPOLITANA,LIMA,LIMA,2
2018,LIMA METROPOLITANA,LIMA,LINCE,1
2018,LIMA METROPOLITANA,LIMA,LURIGANCHO - CHOSICA,2
2018,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,1
2018,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,1
2018,LIMA METROPOLITANA,LIMA,PUNTA HERMOSA,1
2018,LIMA METROPOLITANA,LIMA,RIMAC,1
2018,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,3
2018,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,3
2018,LIMA METROPOLITANA,LIMA,SANTA ANITA,2
2018,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,1
2018,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,1
2018,LORETO,ALTO AMAZONAS,YURIMAGUAS,1
2018,LORETO,MAYNAS,IQUITOS,1
2018,LORETO,MAYNAS,SAN JUAN BAUTISTA,1
2018,PASCO,OXAPAMPA,OXAPAMPA,1
2018,PASCO,OXAPAMPA,VILLA RICA,1
2018,PIURA,MORROPON,BUENOS AIRES,1
2018,PIURA,MORROPON,CHULUCANAS,1
2018,PIURA,MORROPON,CHULUCANAS,1
2018,PIURA,PAITA,PAITA,1
2018,PIURA,PIURA,26 DE OCTUBRE,2
2018,PIURA,PIURA,26 DE OCTUBRE,1
2018,PIURA,PIURA,CASTILLA,1
2018,PIURA,PIURA,CASTILLA,1
2018,PIURA,PIURA,CATACAOS,1
2018,PIURA,PIURA,LA UNION,1
2018,PIURA,PIURA,PIURA,1
2018,PIURA,PIURA,PIURA,10
2018,PIURA,SULLANA,SULLANA,7
2018,PIURA,SULLANA,SULLANA,2
2018,PIURA,TALARA,MANCORA,1
2018,PIURA,TALARA,PARIÑAS,2
2018,PIURA,TALARA,PARIÑAS,2
2018,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,1
2018,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,1
2018,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,1
2018,REGION LIMA,BARRANCA,BARRANCA,1
2018,REGION LIMA,BARRANCA,PATIVILCA,1
2018,REGION LIMA,CAÑETE,SAN ANTONIO,1
2018,REGION LIMA,HUAURA,HUACHO,1
2018,REGION LIMA,HUAURA,HUAURA,1
2018,REGION LIMA,HUAURA,VEGUETA,1
2018,REGION LIMA,HUAURA,VEGUETA,1
2018,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,1
2018,SAN MARTIN,RIOJA,RIOJA,1
2018,TUMBES,TUMBES,CORRALES,1
2018,TUMBES,TUMBES,TUMBES,4
2018,TUMBES,ZARUMILLA,ZARUMILLA,2
2018,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,2
2018,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,2
2018,ANCASH,CASMA,CASMA,3
2018,ANCASH,HUARAZ,HUARAZ,4
2018,ANCASH,SANTA,CHIMBOTE,2
2018,ANCASH,SANTA,CHIMBOTE,1
2018,ANCASH,SANTA,COISHCO,1
2018,ANCASH,SANTA,NUEVO CHIMBOTE,1
2018,ANCASH,SANTA,SANTA,1
2018,AREQUIPA,AREQUIPA,PAUCARPATA,1
2018,AREQUIPA,CAMANA,CAMANA,2
2018,AREQUIPA,CAYLLOMA,MAJES,2
2018,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,1
2018,AYACUCHO,SUCRE,QUEROBAMBA,1
2018,CAJAMARCA,CAJABAMBA,CAJABAMBA,1
2018,CAJAMARCA,JAEN,JAEN,3
2018,CAJAMARCA,SANTA CRUZ,CATACHE,1
2018,CUSCO,ESPINAR,ESPINAR,1
2018,ICA,CHINCHA,GROCIO PRADO,1
2018,ICA,CHINCHA,PUEBLO NUEVO,2
2018,ICA,ICA,PARCONA,1
2018,ICA,NAZCA,MARCONA,1
2018,ICA,NAZCA,NAZCA,1
2018,ICA,PISCO,PISCO,1
2018,JUNIN,CHANCHAMAYO,PERENE,1
2018,JUNIN,HUANCAYO,EL TAMBO,1
2018,JUNIN,HUANCAYO,HUANCAYO,1
2018,JUNIN,HUANCAYO,HUANCAYO,3
2018,JUNIN,HUANCAYO,HUAYUCACHI,1
2018,JUNIN,TARMA,SAN PEDRO DE CAJAS,1
